date,area,average_price,houses_sold
2012-03-01,hackney,309637,220.0
2012-04-01,hackney,311295,153.0
2012-05-01,hackney,316721,190.0
2012-06-01,hackney,321176,216.0
2012-07-01,hackney,324416,218.0
2012-08-01,hackney,333002,288.0
2012-09-01,hackney,337489,298.0
2012-10-01,hackney,334253,233.0
2012-11-01,hackney,340411,224.0
2012-12-01,hackney,342620,252.0
2013-01-01,hackney,350965,157.0
2013-02-01,hackney,352971,161.0
2013-03-01,hackney,355011,192.0
2013-04-01,hackney,357096,217.0
2013-05-01,hackney,358152,259.0
2013-06-01,hackney,362161,243.0
2013-07-01,hackney,368133,272.0
2013-08-01,hackney,379508,298.0
2013-09-01,hackney,394813,230.0
2013-10-01,hackney,392765,208.0
2013-11-01,hackney,397692,244.0
2013-12-01,hackney,402761,239.0
2014-01-01,hackney,415053,169.0
2014-02-01,hackney,423298,256.0
2014-03-01,hackney,433503,212.0
2014-04-01,hackney,440755,246.0
2014-05-01,hackney,452304,226.0
2014-06-01,hackney,460255,310.0
2014-07-01,hackney,469550,280.0
2014-08-01,hackney,480141,244.0
2014-09-01,hackney,481366,266.0
2014-10-01,hackney,483110,282.0
2014-11-01,hackney,466708,206.0
2014-12-01,hackney,470619,221.0
2015-01-01,hackney,469391,194.0
2015-02-01,hackney,480168,167.0
2015-03-01,hackney,477175,176.0
2015-04-01,hackney,494045,243.0
2015-05-01,hackney,506157,229.0
2015-06-01,hackney,515433,311.0
2015-07-01,hackney,519469,369.0
2015-08-01,hackney,525032,336.0
2015-09-01,hackney,523696,215.0
2015-10-01,hackney,522113,235.0
2015-11-01,hackney,520052,213.0
2015-12-01,hackney,528858,234.0
2016-01-01,hackney,546502,157.0
2016-02-01,hackney,556675,162.0
2016-03-01,hackney,566461,383.0
2016-04-01,hackney,535303,155.0
2016-05-01,hackney,515687,175.0
2016-06-01,hackney,500430,178.0
2016-07-01,hackney,515654,186.0
2016-08-01,hackney,525755,200.0
2016-09-01,hackney,537761,162.0
2016-10-01,hackney,546368,212.0
2016-11-01,hackney,557602,239.0
2016-12-01,hackney,548758,247.0
2017-01-01,hackney,561445,179.0
2017-02-01,hackney,551580,169.0
2017-03-01,hackney,535380,208.0
2017-04-01,hackney,513916,172.0
2017-05-01,hackney,504455,164.0
2017-06-01,hackney,533173,144.0
2017-07-01,hackney,547196,218.0
2017-08-01,hackney,572398,210.0
2017-09-01,hackney,575544,180.0
2017-10-01,hackney,574425,199.0
2017-11-01,hackney,561529,167.0
2017-12-01,hackney,557025,269.0
2018-01-01,hackney,551719,171.0
2018-02-01,hackney,553682,142.0
2018-03-01,hackney,533507,138.0
2018-04-01,hackney,529850,141.0
2018-05-01,hackney,540775,154.0
2018-06-01,hackney,552611,177.0
2018-07-01,hackney,553833,203.0
2018-08-01,hackney,544979,239.0
2018-09-01,hackney,537611,202.0
2018-10-01,hackney,545516,148.0
2018-11-01,hackney,543467,141.0
2018-12-01,hackney,548135,142.0
2019-01-01,hackney,527573,155.0
2019-02-01,hackney,532875,171.0
2019-03-01,hackney,556213,203.0
2019-04-01,hackney,572994,130.0
2019-05-01,hackney,563073,137.0
2019-06-01,hackney,549879,108.0
2019-07-01,hackney,558792,216.0
2019-08-01,hackney,570665,180.0
2019-09-01,hackney,575846,134.0
2019-10-01,hackney,569477,165.0
2019-11-01,hackney,562039,132.0
1995-01-01,hammersmith and fulham,124903,227.0
1995-02-01,hammersmith and fulham,122088,185.0
1995-03-01,hammersmith and fulham,120636,265.0
1995-04-01,hammersmith and fulham,121425,258.0
1995-05-01,hammersmith and fulham,124434,233.0
1995-06-01,hammersmith and fulham,126175,291.0
1995-07-01,hammersmith and fulham,124382,226.0
1995-08-01,hammersmith and fulham,123625,298.0
1995-09-01,hammersmith and fulham,123094,249.0
1995-10-01,hammersmith and fulham,123443,235.0
1995-11-01,hammersmith and fulham,121930,208.0
1995-12-01,hammersmith and fulham,122723,247.0
1996-01-01,hammersmith and fulham,126914,205.0
1996-02-01,hammersmith and fulham,129463,191.0
1996-03-01,hammersmith and fulham,134457,290.0
1996-04-01,hammersmith and fulham,131884,284.0
1996-05-01,hammersmith and fulham,130970,322.0
1996-06-01,hammersmith and fulham,128464,307.0
1996-07-01,hammersmith and fulham,131196,360.0
1996-08-01,hammersmith and fulham,133758,381.0
1996-09-01,hammersmith and fulham,133458,387.0
1996-10-01,hammersmith and fulham,133292,386.0
1996-11-01,hammersmith and fulham,133748,385.0
1996-12-01,hammersmith and fulham,136940,402.0
1997-01-01,hammersmith and fulham,138214,307.0
1997-02-01,hammersmith and fulham,137049,258.0
1997-03-01,hammersmith and fulham,136633,281.0
1997-04-01,hammersmith and fulham,139932,364.0
1997-05-01,hammersmith and fulham,146514,360.0
1997-06-01,hammersmith and fulham,151782,380.0
1997-07-01,hammersmith and fulham,153057,407.0
1997-08-01,hammersmith and fulham,158848,373.0
1997-09-01,hammersmith and fulham,163909,368.0
1997-10-01,hammersmith and fulham,166851,356.0
1997-11-01,hammersmith and fulham,164070,288.0
1997-12-01,hammersmith and fulham,163820,335.0
1998-01-01,hammersmith and fulham,168222,220.0
1998-02-01,hammersmith and fulham,172034,224.0
1998-03-01,hammersmith and fulham,174468,311.0
1998-04-01,hammersmith and fulham,175880,312.0
1998-05-01,hammersmith and fulham,173620,324.0
1998-06-01,hammersmith and fulham,173110,340.0
1998-07-01,hammersmith and fulham,176248,394.0
1998-08-01,hammersmith and fulham,182846,280.0
1998-09-01,hammersmith and fulham,183796,353.0
1998-10-01,hammersmith and fulham,177413,255.0
1998-11-01,hammersmith and fulham,174444,212.0
1998-12-01,hammersmith and fulham,172011,266.0
1999-01-01,hammersmith and fulham,178179,198.0
1999-02-01,hammersmith and fulham,177830,191.0
1999-03-01,hammersmith and fulham,181256,278.0
1999-04-01,hammersmith and fulham,183111,330.0
1999-05-01,hammersmith and fulham,188009,302.0
1999-06-01,hammersmith and fulham,194147,372.0
1999-07-01,hammersmith and fulham,200248,510.0
1999-08-01,hammersmith and fulham,206929,421.0
1999-09-01,hammersmith and fulham,212565,439.0
1999-10-01,hammersmith and fulham,215275,413.0
1999-11-01,hammersmith and fulham,221982,381.0
1999-12-01,hammersmith and fulham,227285,367.0
2000-01-01,hammersmith and fulham,229465,302.0
2000-02-01,hammersmith and fulham,229606,270.0
2000-03-01,hammersmith and fulham,233873,393.0
2000-04-01,hammersmith and fulham,244244,360.0
2000-05-01,hammersmith and fulham,246593,317.0
2000-06-01,hammersmith and fulham,245884,319.0
2000-07-01,hammersmith and fulham,244307,263.0
2000-08-01,hammersmith and fulham,256550,290.0
2000-09-01,hammersmith and fulham,257847,288.0
2000-10-01,hammersmith and fulham,260127,227.0
2000-11-01,hammersmith and fulham,256594,240.0
2000-12-01,hammersmith and fulham,262106,255.0
2001-01-01,hammersmith and fulham,259723,253.0
2001-02-01,hammersmith and fulham,262334,222.0
2001-03-01,hammersmith and fulham,261777,271.0
2001-04-01,hammersmith and fulham,266792,306.0
2001-05-01,hammersmith and fulham,266686,305.0
2001-06-01,hammersmith and fulham,273159,357.0
2001-07-01,hammersmith and fulham,277209,354.0
2001-08-01,hammersmith and fulham,283705,415.0
2001-09-01,hammersmith and fulham,280671,302.0
2001-10-01,hammersmith and fulham,278128,289.0
2001-11-01,hammersmith and fulham,275412,312.0
2001-12-01,hammersmith and fulham,277431,206.0
2002-01-01,hammersmith and fulham,280576,227.0
2002-02-01,hammersmith and fulham,278990,229.0
2002-03-01,hammersmith and fulham,278959,313.0
2002-04-01,hammersmith and fulham,284501,315.0
2002-05-01,hammersmith and fulham,293491,456.0
2002-06-01,hammersmith and fulham,302987,317.0
2002-07-01,hammersmith and fulham,314411,449.0
2002-08-01,hammersmith and fulham,317689,387.0
2002-09-01,hammersmith and fulham,320564,343.0
2002-10-01,hammersmith and fulham,315646,313.0
2002-11-01,hammersmith and fulham,319143,314.0
2002-12-01,hammersmith and fulham,322552,282.0
2003-01-01,hammersmith and fulham,329178,223.0
2003-02-01,hammersmith and fulham,321415,218.0
2003-03-01,hammersmith and fulham,316027,207.0
2003-04-01,hammersmith and fulham,301625,213.0
2003-05-01,hammersmith and fulham,307257,215.0
2003-06-01,hammersmith and fulham,309347,286.0
2003-07-01,hammersmith and fulham,321781,321.0
2003-08-01,hammersmith and fulham,322322,367.0
2003-09-01,hammersmith and fulham,321219,347.0
2003-10-01,hammersmith and fulham,319898,331.0
2003-11-01,hammersmith and fulham,324283,321.0
2003-12-01,hammersmith and fulham,331317,283.0
2004-01-01,hammersmith and fulham,328761,306.0
2004-02-01,hammersmith and fulham,327738,276.0
2004-03-01,hammersmith and fulham,331533,336.0
2004-04-01,hammersmith and fulham,340684,359.0
2004-05-01,hammersmith and fulham,347520,317.0
2004-06-01,hammersmith and fulham,349700,345.0
2004-07-01,hammersmith and fulham,355963,408.0
2004-08-01,hammersmith and fulham,358497,337.0
2004-09-01,hammersmith and fulham,357918,299.0
2004-10-01,hammersmith and fulham,348945,253.0
2004-11-01,hammersmith and fulham,338637,225.0
2004-12-01,hammersmith and fulham,334676,231.0
2005-01-01,hammersmith and fulham,336816,196.0
2005-02-01,hammersmith and fulham,346280,160.0
2005-03-01,hammersmith and fulham,349363,214.0
2005-04-01,hammersmith and fulham,362157,263.0
2005-05-01,hammersmith and fulham,360542,260.0
2005-06-01,hammersmith and fulham,369193,282.0
2005-07-01,hammersmith and fulham,369952,337.0
2005-08-01,hammersmith and fulham,379162,329.0
2005-09-01,hammersmith and fulham,374904,316.0
2005-10-01,hammersmith and fulham,368196,274.0
2005-11-01,hammersmith and fulham,367354,269.0
2005-12-01,hammersmith and fulham,366988,289.0
2006-01-01,hammersmith and fulham,374797,266.0
2006-02-01,hammersmith and fulham,367483,240.0
2006-03-01,hammersmith and fulham,378032,326.0
2006-04-01,hammersmith and fulham,381058,341.0
2006-05-01,hammersmith and fulham,394582,336.0
2006-06-01,hammersmith and fulham,401934,416.0
2006-07-01,hammersmith and fulham,409231,413.0
2006-08-01,hammersmith and fulham,414495,407.0
2006-09-01,hammersmith and fulham,417455,328.0
2006-10-01,hammersmith and fulham,417621,323.0
2006-11-01,hammersmith and fulham,412029,347.0
2006-12-01,hammersmith and fulham,402320,362.0
2007-01-01,hammersmith and fulham,407093,284.0
2007-02-01,hammersmith and fulham,422518,295.0
2007-03-01,hammersmith and fulham,443098,362.0
2007-04-01,hammersmith and fulham,454434,307.0
2007-05-01,hammersmith and fulham,460662,347.0
2007-06-01,hammersmith and fulham,470556,397.0
2007-07-01,hammersmith and fulham,485738,391.0
2007-08-01,hammersmith and fulham,502895,386.0
2007-09-01,hammersmith and fulham,512596,296.0
2007-10-01,hammersmith and fulham,519192,270.0
2007-11-01,hammersmith and fulham,510196,259.0
2007-12-01,hammersmith and fulham,500711,182.0
2008-01-01,hammersmith and fulham,487907,187.0
2008-02-01,hammersmith and fulham,494452,177.0
2008-03-01,hammersmith and fulham,500204,160.0
2008-04-01,hammersmith and fulham,486032,182.0
2008-05-01,hammersmith and fulham,484647,142.0
2008-06-01,hammersmith and fulham,478043,116.0
2008-07-01,hammersmith and fulham,485893,153.0
2008-08-01,hammersmith and fulham,487355,138.0
2008-09-01,hammersmith and fulham,474370,97.0
2008-10-01,hammersmith and fulham,456204,115.0
2008-11-01,hammersmith and fulham,427747,81.0
2008-12-01,hammersmith and fulham,436520,78.0
2009-01-01,hammersmith and fulham,437667,71.0
2009-02-01,hammersmith and fulham,431609,63.0
2009-03-01,hammersmith and fulham,408519,90.0
2009-04-01,hammersmith and fulham,413985,87.0
2009-05-01,hammersmith and fulham,412346,129.0
2009-06-01,hammersmith and fulham,413659,156.0
2009-07-01,hammersmith and fulham,420388,209.0
2009-08-01,hammersmith and fulham,441605,230.0
2009-09-01,hammersmith and fulham,459258,243.0
2009-10-01,hammersmith and fulham,459307,196.0
2009-11-01,hammersmith and fulham,459311,205.0
2009-12-01,hammersmith and fulham,467825,239.0
2010-01-01,hammersmith and fulham,484953,184.0
2010-02-01,hammersmith and fulham,490933,153.0
2010-03-01,hammersmith and fulham,486871,203.0
2010-04-01,hammersmith and fulham,488087,203.0
2010-05-01,hammersmith and fulham,493877,197.0
2010-06-01,hammersmith and fulham,507768,242.0
2010-07-01,hammersmith and fulham,516558,278.0
2010-08-01,hammersmith and fulham,527536,227.0
2010-09-01,hammersmith and fulham,529332,235.0
2010-10-01,hammersmith and fulham,516386,193.0
2010-11-01,hammersmith and fulham,498875,183.0
2010-12-01,hammersmith and fulham,485906,191.0
2011-01-01,hammersmith and fulham,485394,181.0
2011-02-01,hammersmith and fulham,489560,181.0
2011-03-01,hammersmith and fulham,501662,233.0
2011-04-01,hammersmith and fulham,517488,234.0
2011-05-01,hammersmith and fulham,529410,204.0
2011-06-01,hammersmith and fulham,531488,209.0
2011-07-01,hammersmith and fulham,521991,247.0
2011-08-01,hammersmith and fulham,520571,266.0
2011-09-01,hammersmith and fulham,525124,233.0
2011-10-01,hammersmith and fulham,534270,244.0
2011-11-01,hammersmith and fulham,538787,253.0
2011-12-01,hammersmith and fulham,527140,206.0
2012-01-01,hammersmith and fulham,509472,185.0
2012-02-01,hammersmith and fulham,518105,155.0
2012-03-01,hammersmith and fulham,530217,225.0
2012-04-01,hammersmith and fulham,554482,232.0
2012-05-01,hammersmith and fulham,552495,209.0
2012-06-01,hammersmith and fulham,568853,220.0
2012-07-01,hammersmith and fulham,580568,265.0
2012-08-01,hammersmith and fulham,592532,258.0
2012-09-01,hammersmith and fulham,588824,222.0
2012-10-01,hammersmith and fulham,603876,213.0
2012-11-01,hammersmith and fulham,594073,216.0
2012-12-01,hammersmith and fulham,611487,196.0
2013-01-01,hammersmith and fulham,601380,213.0
2013-02-01,hammersmith and fulham,618330,166.0
2013-03-01,hammersmith and fulham,616967,202.0
2013-04-01,hammersmith and fulham,610841,221.0
2013-05-01,hammersmith and fulham,619405,225.0
2013-06-01,hammersmith and fulham,608411,251.0
2013-07-01,hammersmith and fulham,626507,342.0
2013-08-01,hammersmith and fulham,625932,306.0
2013-09-01,hammersmith and fulham,656485,306.0
2013-10-01,hammersmith and fulham,663808,258.0
2013-11-01,hammersmith and fulham,663613,254.0
2013-12-01,hammersmith and fulham,666670,269.0
2014-01-01,hammersmith and fulham,666572,289.0
2014-02-01,hammersmith and fulham,682454,207.0
2014-03-01,hammersmith and fulham,681088,186.0
2014-04-01,hammersmith and fulham,691362,253.0
2014-05-01,hammersmith and fulham,696569,240.0
2014-06-01,hammersmith and fulham,713339,277.0
2014-07-01,hammersmith and fulham,740943,288.0
2014-08-01,hammersmith and fulham,762631,296.0
2014-09-01,hammersmith and fulham,773678,233.0
2014-10-01,hammersmith and fulham,763041,232.0
2014-11-01,hammersmith and fulham,746424,182.0
2014-12-01,hammersmith and fulham,735096,187.0
2015-01-01,hammersmith and fulham,732364,160.0
2015-02-01,hammersmith and fulham,735010,148.0
2015-03-01,hammersmith and fulham,743179,162.0
2015-04-01,hammersmith and fulham,751604,192.0
2015-05-01,hammersmith and fulham,763257,223.0
2015-06-01,hammersmith and fulham,770977,255.0
2015-07-01,hammersmith and fulham,772832,262.0
2015-08-01,hammersmith and fulham,780423,218.0
2015-09-01,hammersmith and fulham,779596,237.0
2015-10-01,hammersmith and fulham,766034,229.0
2015-11-01,hammersmith and fulham,762769,186.0
2015-12-01,hammersmith and fulham,771960,176.0
2016-01-01,hammersmith and fulham,770697,152.0
2016-02-01,hammersmith and fulham,773193,184.0
2016-03-01,hammersmith and fulham,765505,427.0
2016-04-01,hammersmith and fulham,778280,133.0
2016-05-01,hammersmith and fulham,774019,145.0
2016-06-01,hammersmith and fulham,778276,176.0
2016-07-01,hammersmith and fulham,759729,206.0
2016-08-01,hammersmith and fulham,749875,149.0
2016-09-01,hammersmith and fulham,730646,166.0
2016-10-01,hammersmith and fulham,720857,160.0
2016-11-01,hammersmith and fulham,723130,147.0
2016-12-01,hammersmith and fulham,736963,158.0
2017-01-01,hammersmith and fulham,755421,162.0
2017-02-01,hammersmith and fulham,764387,157.0
2017-03-01,hammersmith and fulham,751021,174.0
2017-04-01,hammersmith and fulham,773941,184.0
2017-05-01,hammersmith and fulham,755143,174.0
2017-06-01,hammersmith and fulham,755917,200.0
2017-07-01,hammersmith and fulham,751824,197.0
2017-08-01,hammersmith and fulham,781175,162.0
2017-09-01,hammersmith and fulham,758911,151.0
2017-10-01,hammersmith and fulham,750648,191.0
2017-11-01,hammersmith and fulham,741539,198.0
2017-12-01,hammersmith and fulham,742878,200.0
2018-01-01,hammersmith and fulham,724501,171.0
2018-02-01,hammersmith and fulham,711087,190.0
2018-03-01,hammersmith and fulham,728771,230.0
2018-04-01,hammersmith and fulham,710090,178.0
2018-05-01,hammersmith and fulham,712342,204.0
2018-06-01,hammersmith and fulham,712979,171.0
2018-07-01,hammersmith and fulham,736864,212.0
2018-08-01,hammersmith and fulham,738219,183.0
2018-09-01,hammersmith and fulham,730652,184.0
2018-10-01,hammersmith and fulham,738746,187.0
2018-11-01,hammersmith and fulham,728693,163.0
2018-12-01,hammersmith and fulham,733360,154.0
2019-01-01,hammersmith and fulham,722045,110.0
2019-02-01,hammersmith and fulham,718622,113.0
2019-03-01,hammersmith and fulham,718008,127.0
2019-04-01,hammersmith and fulham,713365,128.0
2019-05-01,hammersmith and fulham,713548,136.0
2019-06-01,hammersmith and fulham,712179,116.0
2019-07-01,hammersmith and fulham,722627,178.0
2019-08-01,hammersmith and fulham,729313,179.0
2019-09-01,hammersmith and fulham,733133,143.0
2019-10-01,hammersmith and fulham,720882,174.0
2019-11-01,hammersmith and fulham,718071,136.0
1995-01-01,haringey,76288,226.0
1995-02-01,haringey,78901,223.0
1995-03-01,haringey,78522,317.0
1995-04-01,haringey,79546,244.0
1995-05-01,haringey,79374,330.0
1995-06-01,haringey,79956,303.0
1995-07-01,haringey,80746,255.0
1995-08-01,haringey,81218,282.0
1995-09-01,haringey,82143,276.0
1995-10-01,haringey,81791,307.0
1995-11-01,haringey,81130,289.0
1995-12-01,haringey,81327,267.0
1996-01-01,haringey,81677,225.0
1996-02-01,haringey,83073,248.0
1996-03-01,haringey,82828,297.0
1996-04-01,haringey,83631,256.0
1996-05-01,haringey,84139,292.0
1996-06-01,haringey,84690,288.0
1996-07-01,haringey,84659,378.0
1996-08-01,haringey,84154,377.0
1996-09-01,haringey,83730,337.0
1996-10-01,haringey,85169,373.0
1996-11-01,haringey,87006,390.0
1996-12-01,haringey,89258,368.0
1997-01-01,haringey,90471,302.0
1997-02-01,haringey,90606,334.0
1997-03-01,haringey,91016,369.0
1997-04-01,haringey,90862,355.0
1997-05-01,haringey,92976,383.0
1997-06-01,haringey,93539,362.0
1997-07-01,haringey,96822,462.0
1997-08-01,haringey,95978,380.0
1997-09-01,haringey,99362,411.0
1997-10-01,haringey,100147,400.0
1997-11-01,haringey,101849,334.0
1997-12-01,haringey,101530,370.0
1998-01-01,haringey,101024,278.0
1998-02-01,haringey,101655,249.0
1998-03-01,haringey,103783,291.0
1998-04-01,haringey,105381,321.0
1998-05-01,haringey,108353,355.0
1998-06-01,haringey,109314,413.0
1998-07-01,haringey,110177,405.0
1998-08-01,haringey,111526,387.0
1998-09-01,haringey,110683,355.0
1998-10-01,haringey,110847,358.0
1998-11-01,haringey,108927,334.0
1998-12-01,haringey,107368,350.0
1999-01-01,haringey,107523,229.0
1999-02-01,haringey,108704,282.0
1999-03-01,haringey,109969,319.0
1999-04-01,haringey,111510,346.0
1999-05-01,haringey,114016,337.0
1999-06-01,haringey,117650,392.0
1999-07-01,haringey,122748,516.0
1999-08-01,haringey,127102,450.0
1999-09-01,haringey,132072,452.0
1999-10-01,haringey,130916,445.0
1999-11-01,haringey,128756,469.0
1999-12-01,haringey,130036,418.0
2000-01-01,haringey,133953,335.0
2000-02-01,haringey,136422,306.0
2000-03-01,haringey,138335,423.0
2000-04-01,haringey,141693,295.0
2000-05-01,haringey,143566,373.0
2000-06-01,haringey,148610,427.0
2000-07-01,haringey,151039,381.0
2000-08-01,haringey,155216,324.0
2000-09-01,haringey,153165,336.0
2000-10-01,haringey,149659,315.0
2000-11-01,haringey,150552,269.0
2000-12-01,haringey,149757,308.0
2001-01-01,haringey,154406,323.0
2001-02-01,haringey,154803,253.0
2001-03-01,haringey,156997,312.0
2001-04-01,haringey,157679,340.0
2001-05-01,haringey,161976,385.0
2001-06-01,haringey,166580,404.0
2001-07-01,haringey,168389,456.0
2001-08-01,haringey,170872,484.0
2001-09-01,haringey,169860,378.0
2001-10-01,haringey,173391,408.0
2001-11-01,haringey,170919,424.0
2001-12-01,haringey,175653,315.0
2002-01-01,haringey,173396,272.0
2002-02-01,haringey,174701,300.0
2002-03-01,haringey,177088,343.0
2002-04-01,haringey,181787,364.0
2002-05-01,haringey,189355,411.0
2002-06-01,haringey,193782,359.0
2002-07-01,haringey,202505,517.0
2002-08-01,haringey,207606,475.0
2002-09-01,haringey,208526,354.0
2002-10-01,haringey,210448,389.0
2002-11-01,haringey,212259,388.0
2002-12-01,haringey,218163,360.0
